,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
3616,Chelsea Cutler,Evil,6XOkqE0l7midd8y5BC5yQH,53,0.32,0.757,204933,0.651,1.52e-05,9,0.253,-6.373,1,0.0655,98.043,4,0.434
3617,Bob Moses,Back Down,5NMV8GTUZ3LaU4BBjuVPSB,55,0.000223,0.576,250213,0.801,0.0586,2,0.099,-6.498,0,0.0312,116.007,4,0.56
3618,Dolly Parton,Why - from the Dumplin' Original Motion Picture Soundtrack,7B2mVnUVnCiq1fptYMQqwh,39,0.694,0.763,149160,0.639,0.0,9,0.348,-5.269,0,0.0422,108.039,4,0.638
3619,Kali Uchis,Gotta Get Up - Interlude,7N3c9CKUmRqrt3dDvGWBWG,55,0.605,0.488,113270,0.381,0.0872,3,0.0776,-8.095,0,0.0498,140.941,4,0.217
3620,BTS,Airplane pt.2 - Japanese ver.,56C1UvPHIRtuLKV3qLtEJ6,59,0.0539,0.77,220920,0.803,0.0,0,0.0812,-4.189,0,0.0301,140.02,4,0.903
3621,Neil Young,Heart of Gold,2e7LIM29ED4gulPyoRvOIs,40,0.391,0.393,173547,0.4,0.00154,4,0.372,-9.482,0,0.0251,96.727,4,0.344
3622,SoMo,50 Feet,6YI65Sb4nKEgu9pVl5GWjm,40,0.158,0.515,185714,0.458,0.0,10,0.0919,-9.854,1,0.0868,92.988,3,0.117
3623,The Knocks,Ride Or Die (feat. Foster The People) - Vicetone Remix,2HuSaKSnkvSaRQviRm1glh,57,0.35,0.6,195789,0.871,0.0,0,0.0584,-4.527,1,0.0492,113.967,4,0.511
3624,T.I.,The Amazing Mr. F**k Up,3nOpBVYqpNdtrQZVwChhUq,53,0.0459,0.603,228533,0.796,0.0,6,0.362,-5.698,1,0.489,76.118,4,0.187
3625,Neil Young,Old Laughing Lady,1kBmWu9meC3uJE40aNYQcz,35,0.348,0.243,318147,0.485,5.74e-06,7,0.988,-9.909,1,0.0301,171.578,4,0.292
3626,Neil Young,Pocahontas,40wgqOSrJK3LXIOqLljn0g,34,0.688,0.418,228693,0.337,0.0,2,0.707,-10.899,0,0.0396,141.284,4,0.353
3627,Neil Young,The Losing End,6Jd6olKPBuV1EyyjYNko1q,34,0.527,0.368,232800,0.396,0.0,7,0.951,-10.607,1,0.032,120.021,4,0.259
3628,DNCE,DANCE,7BfSU2ya7PZtqrl48urKqG,61,0.0819,0.778,179333,0.789,0.0,8,0.0609,-4.301,1,0.0577,130.054,4,0.941
3629,Neil Young,Sugar Mountain,5kqg9cLyvrZCzeziNIFZCD,34,0.518,0.307,368267,0.369,0.00139,0,0.987,-11.984,1,0.0303,163.324,4,0.337
3630,Gentle Bones,I Wouldn't Know Any Better Than You,3K8tRD2Prik7FXbD8lZ6DC,64,0.21,0.708,151041,0.485,0.0,2,0.104,-5.552,1,0.0699,139.99,4,0.281
3631,Neil Young,The Needle and the Damage Done,6DStIEdSCGKJoCmwKdX9e4,34,0.409,0.378,147693,0.497,9.25e-06,4,0.994,-10.067,0,0.0333,115.884,4,0.291
3632,SoMo,I Pace Too Much,4q1L08YxlVkpHUy6ixUwbm,37,0.935,0.408,62867,0.174,0.0,9,0.0453,-14.184,0,0.0591,104.376,4,0.462
3633,Neil Young,Here We Are In the Years,7CedHGdXcOX0LJwa2W3eak,34,0.616,0.311,233933,0.275,0.0,7,0.81,-12.768,1,0.0341,75.862,4,0.183
3634,Keith Power,"We All Lift Together (From ""Warframe"")",3hRQVUaNrPJlnzudLutmSa,58,0.798,0.581,152221,0.369,0.00309,11,0.0628,-7.711,1,0.0259,67.177,4,0.161
3635,Josh A,Rest in Pieces,57b84jVYYBRxET9miVc5nZ,55,0.168,0.648,151832,0.682,9.17e-05,7,0.12,-7.9,0,0.0455,144.922,4,0.258
3636,Prince,Nothing Compares 2 U,70Ukvwcp6LkgfRiuUhGV7l,57,0.0952,0.519,280743,0.563,7.02e-05,11,0.0895,-5.04,1,0.0364,124.02,4,0.345
3637,Clay Walker,Working on Me,4b2v0Vk5TNDs2JZPeiC670,53,0.0496,0.529,234935,0.728,0.0,11,0.054,-6.541,0,0.0293,77.058,3,0.429
3638,Elevation Worship,Mighty God (Another Hallelujah),63blOW9JtHI5dYcKuN8yhy,54,0.0144,0.488,291339,0.723,0.0,9,0.158,-6.0,1,0.0318,134.959,4,0.178
3639,iKON,GOODBYE ROAD,7qPQjlV2lTwmpO932t463G,66,0.0607,0.579,239104,0.852,0.0,4,0.41,-3.358,1,0.0521,79.01,4,0.64
3640,Andrew McMahon in the Wilderness,Ohio,0fkD7hezCmtyR6oJ2PY3qJ,53,0.0309,0.434,252016,0.738,1.5e-06,9,0.349,-7.254,1,0.0354,172.109,4,0.523
3641,Cowode,Faith,3Oa86tDOeUTcCPdmhPAHDv,52,0.683,0.762,65358,0.144,0.913,0,0.104,-15.852,1,0.0428,160.526,4,0.483
3642,Josh A,Not Afraid of Dying,6q46qmoqw0G9E1U4pGcgT4,55,0.0452,0.661,132427,0.579,4.74e-05,5,0.107,-9.782,0,0.05,144.999,4,0.555
3643,deadmau5,Drama Free,05OUNj7yQ6TBTQ4YZib8zv,60,0.0221,0.636,191038,0.546,0.0054,11,0.134,-4.999,1,0.0435,92.022,4,0.148
3644,Zane Hijazi,Boom,0xKnyZZo9jytP9W3kmUljP,55,0.021,0.711,164913,0.633,1.01e-05,4,0.104,-9.345,1,0.0483,115.013,4,0.521
3645,Dave $tokes,95,3pGfyNF2WlqqqLzXIcu2lJ,51,0.206,0.711,88869,0.541,0.0,10,0.137,-9.626,1,0.449,80.13,4,0.551
3646,Morgan Evans,Things That We Drink To,4MvEZ1jIfPSarrerr3gXdE,53,0.03,0.56,188267,0.532,2.32e-06,0,0.109,-8.163,0,0.0743,145.824,4,0.283
3647,NU'EST W,Dejavu,1VAwnMFpVRc0CvdRRsHDrP,60,0.24,0.769,199892,0.661,0.0,8,0.118,-5.08,0,0.133,107.967,4,0.552
3648,William Michael Morgan,Tonight Girl,5Pd1QAP46Ynbe2sq91ZaJm,52,0.536,0.681,210280,0.66,0.0,10,0.203,-7.232,1,0.0393,140.034,4,0.792
3649,Yung Gravy,Suavecito,4iA68YcMVqcbLSdWW0TBmw,53,0.0502,0.723,197976,0.612,3.79e-05,1,0.103,-5.18,1,0.187,159.967,4,0.509
3650,De La Ghetto,"Sé Que Quieres (feat. Brytiago, Jon Z & Almighty) - Remix",0X312fIKbQYwh5irO6fr0u,54,0.433,0.844,252133,0.601,0.0,8,0.12,-5.51,0,0.136,126.097,4,0.43
3651,Jonas Blue,Rise - Acoustic,64TfjW0Ebj9Uq0ik2OfmE7,70,0.811,0.628,232651,0.485,0.0,0,0.113,-6.299,1,0.0314,94.781,4,0.484
3652,NCT 127,Come Back,5PcZmtPJJCi92tYHIzWbpe,50,0.0214,0.739,205747,0.85,0.0,4,0.131,-4.63,0,0.21,111.986,4,0.573
3653,HONNE,Crying Over You ◐,7i1pavASRUZk62ejaUIESa,64,0.0815,0.385,242672,0.62,0.0,1,0.352,-8.316,0,0.147,75.564,4,0.415
3654,Architects,Mortal After All,18Evt7Fj2fyIEPcYMICP5B,51,0.000263,0.443,219773,0.991,0.00162,11,0.153,-4.103,0,0.126,77.024,4,0.251
3655,one sonic society,Great Is Thy Faithfulness (Beginning to End) [feat. Mike Weaver],1W5mifA8dmXAkeich4GPFK,54,0.0672,0.478,250427,0.347,0.0,0,0.0838,-7.43,1,0.0261,99.947,3,0.28
3656,Pouya,Sit Ups,5KD3XY1ypj7352MyOhRXHp,55,0.0233,0.893,118000,0.671,1.04e-06,10,0.121,-6.964,0,0.253,89.988,4,0.319
3657,Shallou,Sigh,1s4EgXJeieZb1D6p4nSJ8A,51,0.491,0.51,221033,0.526,0.429,0,0.076,-10.458,1,0.0349,105.011,4,0.0383
3658,Rezz,H E X,4Js1cgSrcGiTNCEwUOFhvv,54,0.00863,0.522,207769,0.924,0.542,2,0.0372,-4.835,1,0.0459,180.098,4,0.169
3659,Ciara,Level Up (feat. Missy Elliott & Fatman Scoop) - Remix,0aBsXZLJDvn0QWfcIqBXq8,57,0.0317,0.764,229629,0.802,0.00171,1,0.114,-4.458,1,0.235,152.934,4,0.592
3660,Dierks Bentley,The Mountain,0vF1odB4L0mw7GzbAehrBR,52,0.0253,0.471,284440,0.839,4.31e-05,10,0.367,-5.455,0,0.0762,147.98,4,0.585
3661,YUNGBLUD,California,1Tc3kbOaPzpY8y9phWaVDx,59,0.00279,0.432,231653,0.684,0.0,2,0.132,-5.23,0,0.199,181.89,4,0.44
3662,SOB X RBE,Can’t Go Back (feat. Yhung T.O. & YoungBoy Never Broke Again),2BJzssrWYKnURgJNFi0k2e,51,0.0583,0.621,159184,0.697,0.0,8,0.131,-7.011,1,0.309,97.906,4,0.611
3663,Wiz Khalifa,Holyfield,2Ue3s7x4pKV48dmQHVSSWR,56,0.0867,0.892,153966,0.694,0.00237,1,0.158,-6.96,1,0.332,156.017,4,0.824
3664,Sean Paul,Mad Love,4dSoDnmR9opAQ8KxUc9SbC,70,0.006,0.793,199945,0.824,3.29e-06,2,0.169,-3.476,1,0.177,98.019,4,0.611
3665,Upchurch,Rattlin Chains,1WcpvgQNOUHW7nPMFvCox6,51,0.0747,0.334,151307,0.751,0.0,10,0.222,-6.107,1,0.0503,170.049,4,0.478
3666,Dolly Parton,Dumb Blonde,5FruSFyMn5v6Tl5EPib89l,35,0.659,0.621,150447,0.565,0.0,7,0.116,-8.033,1,0.0311,79.922,4,0.775
3667,Pop Evil,A Crime To Remember,4YsnD5GTI8nVBUXkmlqur4,55,0.011,0.551,202762,0.914,6.09e-05,7,0.321,-4.147,0,0.0934,129.803,4,0.419
3668,Hippo Campus,Honestly,6MtIerVDZGoo78DJqT4HoJ,51,0.000331,0.656,158027,0.828,0.486,1,0.197,-5.045,0,0.0504,121.991,4,0.437
3669,Statistix,Pizza,7j1Y0cl0RqV74Gl0eSvDgS,52,0.228,0.842,212079,0.29,0.904,11,0.114,-12.099,0,0.121,79.985,4,0.405
3670,Three Days Grace,Right Left Wrong,2pAUx2a1F5JCaVgytQm8fI,57,0.0036,0.489,236693,0.833,1.33e-06,9,0.111,-5.348,1,0.054,135.431,4,0.307
3671,Cedric Gervais,Do It Tonight (AIR237) - Tom Staar Remix,3UsLzbAc0dbtCOZMfzDC4X,3,0.0987,0.599,168875,0.997,0.852,4,0.355,-2.815,0,0.0865,124.992,4,0.266
3672,Carrie Underwood,End Up With You,1xM3fgBDnOwTUhrmYdGeVy,53,0.00488,0.567,193360,0.562,0.0,10,0.0661,-4.226,0,0.0571,92.808,4,0.522
3673,Publish Frame,King of the Dead,44mGhCL7mNrKubCyVP51ag,57,0.0455,0.401,223348,0.237,0.0065,4,0.0666,-12.591,0,0.0588,120.532,4,0.0593
3674,Dolly Parton,Here I Am - from the Dumplin' Original Motion Picture Soundtrack,4KOHpFQGEvkJFcwwm7g3ax,44,0.281,0.458,272480,0.506,7.76e-06,11,0.236,-5.375,1,0.0271,80.04,4,0.233
3675,Blueface,Fucced Em,1lkY9R3S4M1B2CbPqcwEhX,53,0.12,0.904,104760,0.433,9.49e-05,1,0.123,-10.113,1,0.56,110.149,4,0.117
3676,Lily James,I Wonder (Departure),2wcs7pwj5bzhVodPO21O7S,63,0.899,0.383,269067,0.186,3.31e-06,0,0.108,-10.759,1,0.0305,108.596,4,0.151
3677,MadeinTYO,Addicted To Power,6PwcvXM5UtI1yrcsIKcEvV,54,0.0909,0.825,150973,0.788,0.0,11,0.0951,-6.805,1,0.222,139.928,4,0.599
3678,Jeremih,These Days,79gqfa8TgRc6F3z5QrEiN8,55,0.183,0.746,175867,0.412,1.53e-06,11,0.377,-7.699,0,0.114,123.755,4,0.435
3679,DTheFlyest,Fugazi,48rQlLxXqYq8rzUaNJoEq1,56,0.271,0.52,198261,0.661,0.0,4,0.311,-8.241,0,0.434,92.798,4,0.632
3680,ODESZA,Falls - Kaskade Remix,2EEiWAKVfsN0zGK33Ere5b,54,0.00986,0.461,224352,0.716,0.0,6,0.131,-5.462,1,0.0436,161.159,4,0.192
3681,The Blaze,PLACES,3eSmjY0PxxTlX6UxRDKaul,53,0.495,0.772,214827,0.427,0.724,4,0.108,-9.576,0,0.0437,99.995,4,0.0368
3682,lovelytheband,"maybe, i'm afraid",4LU5CO0wa6WryKRadMqFZf,55,0.0645,0.279,188735,0.697,0.0,11,0.431,-8.355,1,0.0411,70.554,4,0.244
3683,Toonorth,Lost,0oJVnIvEJSpBTSaCXky2mF,56,0.13,0.694,121338,0.335,0.898,2,0.327,-6.355,0,0.0531,142.466,1,0.663
3684,Money Man,Grass Valley,5nwZTMLAkFtOKC4rDwoPWr,52,0.00134,0.946,157512,0.357,0.0,2,0.114,-11.023,1,0.297,122.02,4,0.319
3685,Ina Wroldsen,Favela,0pKMDhDrQExUqF6SxUpTpb,67,0.0125,0.777,185105,0.812,0.00233,2,0.0264,-3.206,0,0.0598,103.023,4,0.283
3686,George Ezra,Pretty Shining People,2JVwsN6viHjR9t5pCPQ4Br,67,0.14,0.584,212447,0.726,0.0,1,0.0984,-4.604,1,0.0371,106.979,4,0.398
3687,Stray Kids,Voices,59AjzduPbLOp7PkfWoWuYC,60,0.0168,0.649,200383,0.87,0.0,1,0.36,-2.475,1,0.0503,149.927,4,0.298
3688,Ski Mask The Slump God,JustLikeMyPiss,7CFsu8MYsB1ikEHTxgYqZ9,55,0.0863,0.807,192267,0.749,2.9e-06,1,0.357,-4.893,1,0.229,139.974,4,0.141
3689,Smino,MERLOT,3zHO7vkTm5PohK1ISB1N2a,53,0.688,0.588,175248,0.525,0.0,4,0.448,-8.13,0,0.438,119.961,4,0.476
3690,Swizz Beatz,Pistol On My Side (P.O.M.S) (feat. Lil Wayne),0OjNpUxJjwTY5EbqJ2lm9z,54,0.536,0.525,154963,0.949,0.0,9,0.214,-1.809,1,0.344,87.833,4,0.418
3691,Pistol Annies,Best Years of My Life,6mTSw3gE4k9U7CK8pzX9c0,53,0.316,0.435,222733,0.411,1.15e-05,7,0.111,-8.483,1,0.0383,189.677,4,0.172
3692,The Chainsmokers,Save Yourself,72POwwDG2h6KEtks8KZtfb,60,0.00101,0.617,210627,0.856,0.00645,4,0.0893,-5.222,0,0.0353,146.021,4,0.103
3693,Cole Swindell,Somebody's Been Drinkin',3OBHpK5sbRBj3xQLCFcBLt,52,0.0169,0.481,225267,0.775,1.39e-05,0,0.0978,-5.494,1,0.0597,136.035,4,0.273
3694,YBN Nahmir,Nah For Real,4eFnY5U9ga4yKXqEv1Xki0,54,0.256,0.857,146864,0.419,0.000482,7,0.118,-8.066,0,0.411,162.957,4,0.532
3695,Arcangel,Millones,3AMjach3UjnwFdcx3q2hIF,62,0.064,0.858,334154,0.703,0.0,11,0.121,-5.318,1,0.137,129.962,4,0.293
3696,EDEN,love; not wrong (brave),4z3eCIpMNMqy02VbRaWTRz,56,0.727,0.321,217270,0.419,0.0,11,0.311,-8.383,0,0.108,73.44,1,0.297
3697,Architects,Holy Hell,7hVIF7Jni4qsXx81zmv9WM,51,8.92e-05,0.537,253973,0.972,0.00449,7,0.256,-4.115,1,0.0512,105.019,4,0.236
3698,Alex Rose,No Quiere Amores,5TO5TtKtsJofArlp6in1Zr,48,0.0209,0.677,275999,0.619,0.0,9,0.181,-2.992,1,0.256,191.746,4,0.416
3699,Beach House,Alien,1oIbOjq8A5mTMy5UdhCDai,53,0.219,0.439,243387,0.851,0.794,1,0.393,-6.827,0,0.0576,119.702,4,0.26
3700,Tom Misch,Disco Yes,61Ivix5DTnDPVjp1dgLyov,63,0.42,0.927,280878,0.551,0.0346,9,0.298,-6.624,0,0.0921,123.042,4,0.665
3701,Sheck Wes,WESPN,07AQbb8xIEj3bF082KEwJp,54,0.472,0.655,273747,0.526,0.00104,0,0.0984,-7.216,1,0.239,161.808,4,0.675
3702,ASTRO,Always You,25kFG6ovr8B5iMuUGWI8zf,61,0.159,0.609,223724,0.886,0.0,2,0.322,-3.635,1,0.0738,149.977,4,0.602
3703,guccihighwaters,filling up the space,5IrGVBsrN0GX9zKTzjTg2a,55,0.804,0.78,216889,0.536,2.13e-06,0,0.171,-9.463,0,0.0314,135.053,4,0.368
3704,Jhene Aiko,Keep Ya Head Up - Recorded at Spotify Studios NYC,74sfJjVq74bYkxMQoOhH3r,54,0.886,0.475,163480,0.312,0.0,4,0.085,-11.731,1,0.0486,143.156,4,0.4
3705,Jacob Banks,Diddy Bop (x Louis The Child),2KZybiXVEQExXm2vtAcP8f,58,0.417,0.69,219627,0.466,0.0011,6,0.114,-4.812,1,0.102,81.935,4,0.28
3706,The Story So Far,Need to Know,1NOJdMXrAQ1UAdtU58Nhk5,54,4.56e-05,0.247,171938,0.927,1.04e-05,8,0.345,-4.293,0,0.0803,95.0,3,0.49
3707,Mokita,When I See You,1Xy2tuw1Z2RvFiJEI538DT,57,0.46,0.649,203843,0.568,0.0,10,0.0933,-10.051,1,0.0496,116.793,4,0.325
3708,Joji,Will He (Medasin Remix),4bOr88BuLILM22g8FKQWrG,56,0.545,0.614,222147,0.539,0.000614,1,0.14,-9.408,0,0.12,123.943,4,0.348
3709,flor,where do you go,4uMj5lh4vOqoP50l4efCss,55,0.00463,0.469,207967,0.854,0.0,4,0.344,-5.03,1,0.164,186.061,4,0.559
3710,SoMo,Nov 6,0SYiVuHO5b0fKNucy5gFSc,42,0.209,0.779,184000,0.355,0.0,9,0.103,-9.29,1,0.075,109.953,4,0.256
3711,ROSALÍA,QUE NO SALGA LA LUNA - Cap.2: Boda,6HpgdL4zUpuyXCzvAhgR5a,70,0.763,0.625,269539,0.655,0.000126,9,0.378,-5.992,0,0.112,121.075,3,0.485
3712,NCT,GO,741wqAxJIPwjHWLjyG2so6,60,0.308,0.76,207173,0.928,0.0,8,0.072,-3.645,0,0.215,131.985,4,0.673
3713,Sigala,Just Got Paid (feat. French Montana) - The Him Remix,1OIdLO7rdeTax8Avmwe5Kh,54,0.139,0.707,192581,0.832,0.0,6,0.281,-3.12,0,0.105,124.004,4,0.452
3714,Jesus Culture,Freedom - Live,5UKiOsxr7Q3NQT2LkyFt9n,55,0.000179,0.541,391053,0.841,0.0,7,0.938,-5.29,1,0.0421,124.005,4,0.277
3715,Machine Gun Kelly,LIVEFASTDIEYOUNG,1WEDk9ZjxoLEpToYe0ap7t,56,0.28,0.759,194427,0.641,0.000733,7,0.119,-7.231,1,0.167,134.972,4,0.262
3716,HARDY,THROWBACK,7fToSlGPKlugVUCAZWvydi,54,0.217,0.621,203674,0.706,0.0,0,0.109,-6.371,1,0.0341,124.076,4,0.521
3717,Skepta,Energy (Stay Far Away),11RIJRbBfyLlJut96itSFd,69,0.345,0.836,199521,0.614,9.86e-05,8,0.088,-4.543,0,0.311,101.97,4,0.603
3718,MadeinTYO,Moshi Moshi,3fCRwVGeNXfW2snoDxhwsM,53,0.235,0.911,75773,0.69,0.0,1,0.0681,-3.901,0,0.414,87.999,4,0.933
3719,A L E X,Proud of You,6mRmaBAb8ysO3pcGDaegL2,58,0.869,0.82,182869,0.281,0.961,8,0.0925,-15.194,0,0.0802,104.988,4,0.62
3720,YoungBoy Never Broke Again,Yessir,74YbunRNTFtKgOp7clgvk1,52,0.104,0.758,128157,0.667,0.0,0,0.41,-8.288,1,0.412,149.89,4,0.914
3721,Nipsey Hussle,Rap Niggas,5En0gXQk01BaWoT4q2oVbe,53,0.000351,0.519,226187,0.821,0.0,1,0.361,-3.171,1,0.0738,140.971,4,0.284
3722,EXO,Tempo - Chinese Version,2BEhWLVwLuM7qQ7pjbkz4j,61,0.293,0.703,224598,0.831,0.0,0,0.0705,-4.401,1,0.0929,115.96,4,0.574
3723,Quando Rondo,It Ain't Easy,4UYEhW8f4mrUWq6jISl9hh,52,0.133,0.626,171201,0.761,0.0,8,0.115,-4.514,1,0.175,160.004,4,0.445
3724,Stand Atlantic,Lavender Bones,27wvnSTpsyS9k06aDtXvt8,58,0.000207,0.55,204253,0.936,2.67e-06,8,0.302,-2.876,1,0.078,158.02,4,0.767
3725,Tobi Lou,Troop (feat. Smino),6OyDjQiFgIX4JnnfQ9zYf8,54,0.507,0.881,266182,0.357,0.0,9,0.114,-9.657,1,0.0765,109.973,4,0.55
3726,Rae Sremmurd,Up In My Cocina - From SR3MM,4669wTPqp7Xwz2H7v4QKi1,55,0.0129,0.898,246449,0.751,0.0,11,0.363,-4.646,1,0.148,129.972,4,0.462
3727,Jaymay,Jolly Old St. Nicholas,5BuGGJCXD3hd0UPEnXhzzW,57,0.861,0.307,123624,0.109,2.73e-05,2,0.069,-16.524,1,0.0375,169.655,4,0.405
3728,Don Diablo,"Survive (feat. Emeli Sandé, Gucci Mane) - Youngr Bootleg",2a90DkW1ZZ85EApvB96Tnr,53,0.351,0.746,155067,0.834,0.00196,3,0.188,-6.028,0,0.0334,115.006,4,0.848
3729,Badshah,Proper Patola,39ujbBjTwwqUFySaCYDMMT,58,0.485,0.77,178605,0.824,0.0,1,0.318,-6.491,0,0.0851,172.006,4,0.49
3730,Beach House,Drunk In LA,3AJsTNjbYSH4odSmP1I6ox,53,0.26,0.431,239307,0.733,0.866,0,0.184,-6.427,0,0.0257,105.921,4,0.22
3731,Paris Blohm,Save Us,3Q0fewWqX87RpdjwrRCIUw,56,0.0174,0.424,198750,0.854,0.0,6,0.124,-2.671,1,0.0415,127.912,3,0.0842
3732,Watsky,Welcome To The Family,5nCOaAh8vdjOO2lNezLLZV,54,0.565,0.686,215947,0.697,3.68e-06,3,0.114,-7.875,1,0.19,143.987,4,0.393
3733,SEUNGRI,"1, 2, 3!",6CSZO82B0cM4CUgnrjPSfJ,62,0.00396,0.687,205305,0.805,2.09e-06,6,0.12,-4.668,1,0.0403,142.038,4,0.712
3734,Mitchell Tenpenny,Drunk Me - Acoustic,6y1z6w2ar92qmmpPhigf9g,42,0.493,0.553,223307,0.508,0.0,0,0.0847,-5.904,1,0.069,85.707,4,0.524
3735,Oatmello,Rain,3VnOrbHHsJfQZdOepvbUni,54,0.815,0.686,86292,0.533,0.445,7,0.0779,-9.804,1,0.0708,89.023,4,0.696
3736,Chris Mazuera,Equinox,1jbh7orOEd4itgOjiihVEJ,58,0.77,0.711,112000,0.206,0.916,7,0.131,-11.173,0,0.0428,142.086,4,0.41
3737,Star Cast,"Madonna - From “Star"" Season 3",2n1EiZnyW9wMkaf3vBP1Cl,55,0.745,0.883,155600,0.548,0.0,5,0.163,-8.105,0,0.226,122.991,4,0.735
3738,Ray LaMontagne,Such A Simple Thing - Recorded at Sound Stage Studios Nashville,1xYMyM7MxFi4OuzDA2op9Q,60,0.517,0.55,307535,0.334,0.000169,10,0.101,-10.73,1,0.0288,72.235,4,0.143
3739,Jhay Cortez,Costear,2Dh3rr3VLuzpBTHm1jQrZF,59,0.00193,0.829,237360,0.477,0.0,6,0.139,-8.934,0,0.195,149.041,4,0.319
3740,Hyolyn,SEE SEA,481yYUbtfs67PaKYKxJOeF,61,0.0754,0.648,200125,0.819,0.0,10,0.0837,-2.976,0,0.0345,117.997,4,0.575
3741,El Fantasma,Por Manuelito,4texQwQa5llbsCHU6gNu8Z,55,0.557,0.724,146463,0.483,6.83e-06,5,0.245,-5.2,1,0.0509,121.764,3,0.895
3742,India.Arie,That Magic,6Q8Dfrrttc1n6uX4r4DOHx,57,0.166,0.716,279801,0.494,4.49e-06,1,0.0761,-9.009,1,0.0635,91.981,4,0.404
3743,Jason Aldean,Dirt To Dust,1XU9HVG66cjmFsKWDSSvaq,52,0.00589,0.452,168373,0.943,0.00082,11,0.0661,-3.956,0,0.102,185.94,4,0.672
3744,DJ Snake,Maradona Riddim,6QsMORizT7A2vwfOwU8xAM,61,0.106,0.723,197288,0.688,0.0493,9,0.259,-4.754,0,0.044,117.929,4,0.707
3745,Matoma,False Alarm,23xqdYb5ViDUx0BOL2mGq6,52,0.00681,0.643,224272,0.732,4.57e-05,5,0.0606,-6.762,0,0.0294,102.979,4,0.181
3746,Florence + The Machine,Grace,51oY1LQDglBFja1LJnqZqT,60,0.761,0.335,288773,0.251,7.99e-05,1,0.231,-9.337,1,0.0366,74.545,4,0.156
3747,Disturbed,Stronger on Your Own,7elvVSpLm4Wjq0mZQ3CLym,60,0.00171,0.408,241200,0.973,0.0,11,0.413,-2.403,0,0.12,179.938,3,0.617
3748,Ryan Trey,Temptations,5nD5d1zQz091zgnIHbvgUD,56,0.325,0.569,251875,0.43,8.25e-05,5,0.153,-10.439,0,0.314,90.078,4,0.376
3749,Layton Greene,Roll In Peace,33YFwLJbAdgePluIuEVa9p,53,0.72,0.523,170343,0.507,0.0,7,0.0774,-6.448,0,0.225,140.368,4,0.7
3750,Sam Smith,"Get Here - Recorded At RAK Studios, London",6hPlYSx7wsnDE48NypYeuT,62,0.925,0.495,169227,0.216,0.0,8,0.108,-9.294,1,0.0369,110.678,4,0.303
3751,Justin Stone,Cannot Stop Me,3FQov3PYCf4rWAfhQ5yjX9,56,0.0648,0.72,235714,0.615,3.62e-05,2,0.176,-8.899,0,0.0542,112.048,4,0.293
3752,Duke Dumont,Inhale,05bUAkDRK3xzvVkZlGU6ee,63,0.0281,0.741,190730,0.814,0.0,2,0.064,-4.393,1,0.0646,118.048,4,0.476
3753,Jack Stauber's Micropop,Two Time,7JTGwb6ug0z15F5roNLE0s,56,0.112,0.832,139851,0.346,1.29e-05,0,0.0945,-9.64,1,0.036,98.512,4,0.688
3754,2 Chainz,LAND OF THE FREAKS,5x4knwEfJkDyr05gbUcMkL,54,0.432,0.878,221720,0.437,0.00264,2,0.124,-7.922,1,0.29,130.015,4,0.193
3755,Austin Basham,Sounds Like Help,171ocKGQknVCOYrB567Siy,58,0.652,0.623,207800,0.444,1.63e-06,0,0.119,-8.585,1,0.0276,126.014,4,0.137
3756,Empress Of,I Don't Even Smoke Weed,4AcjZoKIpV3s1jWdkSGWnJ,55,0.253,0.776,206320,0.734,3.12e-05,11,0.187,-6.795,0,0.0702,125.003,4,0.618
3757,Jacob Banks,Unknown (To You),4jDDaKTqcZQWvgubuW6N7l,62,0.895,0.367,233160,0.538,0.000581,8,0.149,-5.121,0,0.0421,129.092,4,0.274
3758,Jon Z,Falso Amor,1DXb5rmO8454UgpKC8lb5c,62,0.43,0.726,200033,0.754,0.0,7,0.183,-5.331,1,0.231,124.937,4,0.334
3759,Los Hijos De Garcia,El Tuna,2FhDsHZwgCILLXbpIHOget,53,0.299,0.811,213024,0.856,0.0,2,0.198,-6.516,1,0.0799,107.497,3,0.851
3760,Ameba,August,6WnEp9XsKFq5n88FzFT20Z,59,0.842,0.784,114730,0.389,0.738,9,0.111,-8.485,0,0.101,89.988,4,0.648
3761,Young M.A,Bleed,19P8UiALwAlWitsfn0r23v,52,0.111,0.609,209458,0.874,0.0,9,0.0808,-2.575,1,0.351,168.061,4,0.42
3762,Dan + Shay,Tequila - Recorded at Sound Stage Studios Nashville,3yj6urYIInWjuE9YzUOKFT,53,0.0398,0.629,174973,0.741,0.0,11,0.361,-6.598,1,0.0378,89.994,3,0.517
3763,YBN Nahmir,Man Down (feat. Chris Brown),34S4m6c5KQkPBl7Am9uQQa,54,0.0138,0.747,165723,0.609,0.0,0,0.101,-5.862,1,0.0951,74.97,4,0.364
3764,Devault,Nothing But You (feat. Donnie Sloan & Ricky Ducati),5B0gYfKD10F24kzbAEhgEs,57,0.46,0.603,271200,0.632,0.000218,6,0.0982,-9.499,1,0.0408,110.998,4,0.27
3765,Meghan Trainor,TREAT MYSELF,64BWkOjyNcmXoWH0b0Wq4R,58,0.00284,0.689,173767,0.684,0.0,8,0.758,-4.561,1,0.0463,107.989,4,0.692
