,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist_id,genres,artist_popularity,image
2059,Lil Durk,Don't Talk To Me (feat. Gunna),6yh0049uUy718FUnLOP17E,60,0.00301,0.925,176321,0.568,1.39e-05,"C♯, D♭",0.137,-6.155,Minor,0.062,136.019,4,0.284,3hcs9uc56yIGFCSy9leWe7,"['deep trap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap music']",77,https://i.scdn.co/image/34016a215831ef37432eccf57c8d270a42a571ba
2060,Robyn,Missing U,5mE2RcGPPbE4gNoLB6FYPf,59,0.0465,0.701,297268,0.662,6.07e-05,F,0.137,-8.271,Major,0.0471,119.937,4,0.09,6UE7nl9mha6s8z0wFQFIZ2,"['dance pop', 'electropop', 'pop', 'swedish electropop', 'swedish pop']",73,https://i.scdn.co/image/ef7e235018097e99a75f716de0d6688753a01f39
2061,Swamp Astronaut,"Oh, I've Been to Prague",60RmwxEKOIh7JAdKAw5ln2,58,0.412,0.334,60891,0.493,0.891,D,0.377,-7.924,Minor,0.0313,140.898,4,0.452,0Z9YLj9tkVtBDzIoEzbfbS,[],46,https://i.scdn.co/image/f7c43f81a0e9e3baa50f6d4b141f8dc8b60e19e4
2062,HM Surf,Flunked This Semester,24Ls3YpU0IjeWUM6ws2yaJ,62,0.486,0.557,99310,0.246,0.904,"G♯, A♭",0.111,-11.289,Minor,0.0368,174.063,4,0.27,6TeBxtluBMQixZcKkJ3ZrB,"['chillhop', 'lo-fi beats']",59,https://i.scdn.co/image/5af650f95d5c94d8618e027aea49becc14dba41b
2063,Charlie Puth,BOY,7aSvPfoqiM0zwPqupLGaHd,64,0.149,0.725,263413,0.77,2.17e-05,"C♯, D♭",0.0641,-6.24,Minor,0.0539,93.009,4,0.647,6VuMaDnrHyPL1p4EHjYLi7,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",84,https://i.scdn.co/image/47963112e07a107bc02e14fd5f297cc82c76d92a
2064,Aries,CAROUSEL,5SZeJOQaDeQFT0Kkz9jfXR,61,0.13,0.541,161400,0.773,0.0,"G♯, A♭",0.215,-5.671,Minor,0.0537,149.887,4,0.551,3hOdow4ZPmrby7Q1wfPLEy,"['emo rap', 'vapor trap']",59,https://i.scdn.co/image/2ef78e39b55e7905e9a1b9f7194ccf203ab05779
2065,Flosstradamus,2 MUCH (feat. 24hrs) (feat. 24hrs),6lwxNGjvD1pFlXyNI2h9aH,63,0.0657,0.642,182400,0.933,1.04e-05,E,0.087,-2.887,Major,0.0871,150.039,4,0.158,2FmzVitXZjIkFolH8HXd4j,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'mashup', 'moombahton']",65,https://i.scdn.co/image/ba47a2dc1a460dcdd0e8e98fb619f4ae9df8104c
2066,Blueface,Dead Locs,5cWFnpN7WI7in2HohvoRaF,59,0.379,0.853,133878,0.433,0.0,"G♯, A♭",0.108,-12.468,Major,0.48,104.014,4,0.546,3Fl1V19tmjt57oBdxXKAjJ,['vapor trap'],64,https://i.scdn.co/image/aa0fd7a9658c0e7d404de460de1f79efadf7c026
2067,Mike WiLL Made-It,"F.I.G.H.T. (with Eearz, Gucci Mane, YG, Trouble, Quavo & Juicy J)",16Of5hPEODN84py9a7lCUl,61,0.0258,0.78,390999,0.852,2.7e-06,C,0.183,-1.333,Minor,0.176,141.03,4,0.523,0NWbwDZY1VkRqFafuQm6wk,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",76,https://i.scdn.co/image/37778e4f9ef5a5fc4f745aaf4b5339df4ed0aa7c
2068,Amanda Seyfried,One Of Us,71CU7N8x2l4b5DEHPXxZfE,68,0.452,0.601,225000,0.542,0.0,G,0.317,-8.003,Minor,0.0348,82.228,4,0.823,1yjracK9CNmMgZo5myCuqu,[],36,https://i.scdn.co/image/575285695527d56c550b3b9b82c2b285e1b1cc89
2069,Kanye West,No Mistakes,35KV2Nuib6jPMVN00O8iba,62,0.0393,0.643,123040,0.646,0.0,"A♯, B♭",0.109,-2.442,Major,0.0629,80.174,4,0.35,5K4W6rqBFWDnAN6FQUkS6x,"['pop rap', 'rap']",92,https://i.scdn.co/image/a12d8543e28d71d9f1e7f5f363c1a6c73316f9e6
2070,Stalking Gia,miracles,1d8ric7942oDFudCTkWuyN,62,0.641,0.688,242015,0.72,0.0,C,0.332,-4.956,Major,0.0331,121.089,4,0.735,3VTJqPiHqHHIrx1FL7avMY,[],58,https://i.scdn.co/image/ffb5e1853e91a67c28311f8ffdd1ab0c1ba5c86c
2071,Betweenoo,Between,2dB0b92yFqHq0AqD9QzhD0,61,0.0698,0.797,144405,0.729,0.93,C,0.173,-8.374,Minor,0.104,123.013,4,0.394,6SHC5znNS4s7b0jILnUk8s,[],55,https://i.scdn.co/image/2c488077a0ead7c83074b9dc2569bd2a207daa63
2072,Breathe Carolina,Sweet Dreams (feat. Kaleena Zanders),4BKlUinuIllRwKce1DAY0P,69,0.0375,0.549,159375,0.963,7.47e-06,"D♯, E♭",0.429,-1.182,Minor,0.0594,128.051,4,0.422,53M4Iv2RkzzxFFvW2B1jhC,"['big room', 'deep big room', 'edm', 'electro house', 'electropowerpop', 'emo', 'pop punk', 'screamo', 'trancecore']",68,https://i.scdn.co/image/5557646313f8822c6bf8fd150a951369c00e9d3a
2073,Dynamite Dylan,Cool Being You,7gnGX8yDqSzuqHmJQaStnR,58,0.157,0.828,161175,0.72,0.0,G,0.247,-3.646,Major,0.0473,109.983,4,0.387,5hmJ3DqZwkYDk0qGHsO14N,[],49,https://i.scdn.co/image/d50cbfe84b3b02da742836a5b10a5ed3e0f6ff37
2074,Lil Xan,Slingshot,5J3LR9JWrZIUTG7UGZkIKg,64,0.0562,0.928,89973,0.778,6.27e-06,G,0.129,-6.962,Major,0.252,122.998,4,0.668,3EXdLajEO02ziZ90P90bSW,"['underground hip hop', 'vapor trap']",77,https://i.scdn.co/image/192f69059be132f9cac303c7f7c4b808e9c64c7b
2075,gianni & kyle,5 shots,303CrEPtIMzTxCOfdZBEzL,60,0.135,0.919,181710,0.45,0.0,"C♯, D♭",0.0577,-5.737,Minor,0.0688,91.976,4,0.448,5i4BaWy8YIun1u3RXwmlWn,"['emo rap', 'indie pop rap', 'pop']",65,https://i.scdn.co/image/b4102952631bdec673f766c29e8553a050663274
2076,Lil Xan,TreeSap,3EH2f7ef1YG6SVARMcmhrF,1,0.00815,0.768,171755,0.476,4.21e-06,F,0.226,-5.841,Major,0.0298,112.048,4,0.404,3EXdLajEO02ziZ90P90bSW,"['underground hip hop', 'vapor trap']",77,https://i.scdn.co/image/192f69059be132f9cac303c7f7c4b808e9c64c7b
2077,The Lumineers,Visions of China,5yWCq9N7kIy6DpqXnGilSG,59,0.93,0.624,201085,0.193,2.79e-05,E,0.102,-10.53,Major,0.0309,125.017,4,0.269,16oZKvXb6WkQlVAjwo2Wbg,"['folk-pop', 'indie folk', 'modern rock', 'stomp and holler']",79,https://i.scdn.co/image/cff872b034cd8ba9ea7d316634a2e54d12aacea7
2078,SG Lewis,Better - SG Lewis x Clairo,32T61xmNSIXhGkEszzs0t8,63,0.05,0.699,193762,0.583,0.00029,"F♯, G♭",0.091,-9.731,Major,0.0357,109.001,4,0.484,0GG2cWaonE4JPrjcCCQ1EG,"['electropop', 'indie poptimism', 'indie r&b', 'tropical house', 'vapor soul']",65,https://i.scdn.co/image/b43a2e29622e27e93547d36d747ee50d512f32a9
2079,Alexandra Streliski,Changing Winds,2ISfaG0rITEpAUG2fe15UY,65,0.986,0.298,193810,0.0452,0.918,C,0.117,-25.733,Minor,0.0312,74.105,4,0.152,0HyM2wwUfOsZYD4Dj5IOOZ,['focus'],67,https://i.scdn.co/image/42f54cb0cba5fd07074c4c8e6c0147267517c3ba
2080,Cameron Dallas,Why Haven't I Met You?,5NACaWLnFkMDY5c4IUiqml,67,0.204,0.702,180480,0.473,0.0,"D♯, E♭",0.0848,-7.499,Major,0.0421,104.974,4,0.528,5s3rUylqooMyGsFE0rOFJT,['teen pop'],58,https://i.scdn.co/image/585a963f1decf25da7970f5a13b0221cb2af73f5
2081,Denzel Curry,SIRENS | Z1RENZ [FEAT. J.I.D | J.1.D],6b4A1mLzePAHGn3XCicLAe,62,0.0806,0.66,236107,0.784,0.0,"F♯, G♭",0.113,-7.696,Minor,0.285,157.991,4,0.642,6fxyWrfmjcbj5d12gXeiNV,"['drill', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'trap music', 'underground hip hop', 'vapor trap']",76,https://i.scdn.co/image/2d7e629eec915076c2260f04b993d5d3f22fac10
2082,SHY Martin,Lose You Too,5JkUNbYSn06ghlmu0NRUMf,67,0.153,0.445,186463,0.357,0.0,G,0.356,-9.163,Minor,0.0445,147.062,4,0.159,7eCmccnRwPmRnWPw61x6jM,"['indie cafe pop', 'norwegian pop', 'pop', 'swedish electropop']",69,https://i.scdn.co/image/7145597358aa608d2b85e4b738e5c6996ea78cf9
2083,Little Mix,Motivate,1IKzLByg2KGGUlvCDQKVJv,69,0.179,0.652,201720,0.79,2.06e-06,"C♯, D♭",0.0595,-5.122,Minor,0.0675,145.992,4,0.616,3e7awlrlDSwF3iM0WBjGMp,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'r&b', 'talent show']",88,https://i.scdn.co/image/e21ac587e6c84ad4361fcb6769671086b384f757
2084,Cory Asbury,Endless Alleluia,0mqDhUDKwpnDvIFoQYR524,61,0.848,0.261,265377,0.179,0.0,A,0.113,-10.423,Minor,0.0368,77.473,4,0.229,2gXmjQIxCO8lMnSncluZaU,"['anthem worship', 'christian music', 'deep ccm', 'world worship', 'worship']",65,https://i.scdn.co/image/725280a4a77036d053c9d5d51b439b164cb14d5b
2085,Shoreline Mafia,C Notes (feat. Fenix Flexin & Ohgeesy),0dmGOYyUrdPrXuV08jvsl6,58,0.103,0.795,145455,0.644,0.0,"D♯, E♭",0.117,-7.883,Major,0.237,164.988,4,0.465,4tYSBptyGeVyZsk8JC4JHZ,"['trap music', 'underground hip hop', 'vapor trap']",75,https://i.scdn.co/image/e8eea668ab55bd0d35cfc48bb708aa41adb10cc4
2086,NAV,What I Need / Daheala Outro,6UG2khzlXwwiqfqX36c2SR,60,0.103,0.578,300987,0.486,0.0,C,0.0766,-7.321,Minor,0.252,153.1,4,0.29,7rkW85dBwwrJtlHRDkJDAC,"['canadian hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",82,https://i.scdn.co/image/a15c2a96dce7888bdec3ea804db5af2ed353bee3
2087,A Boogie Wit da Hoodie,Pretending (feat. Jessie Reyez),0brzJEyCEVzjAQsCgCqxqb,60,0.206,0.649,177339,0.558,1.05e-06,E,0.156,-5.675,Major,0.425,75.087,4,0.15,31W5EY0aAly4Qieq6OFu6I,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",83,https://i.scdn.co/image/4c48b88ec7595720c4be124569a94621fc61ccec
2088,Goody Grace,Too High (feat. Jesse),2JsKO2ygw4ft6QEy4U4RO4,60,0.364,0.671,138187,0.589,0.0,E,0.1,-7.611,Minor,0.0503,91.439,3,0.385,1iH2Yx2Ea0kZ0zKI3Nlk30,"['emo rap', 'indie pop rap', 'indie poptimism', 'pop']",64,https://i.scdn.co/image/c2e74c88332042a71e38f1d73f7d87906ec20d3b
2089,Daryl Hall & John Oates,She's Gone,0Z7bXPkh7skxoFRudd6CQI,0,0.313,0.523,313373,0.341,0.000114,E,0.621,-14.034,Minor,0.0388,77.487,4,0.355,0LyfQWJT6nXafLPZqxe9Of,[],0,https://i.scdn.co/image/6f5d447bea5ed6a710b4f8a84b564c6225504c36
2090,SAINt JHN,Roses,0easEmosKkPhksg0qidzXo,62,0.342,0.782,173611,0.5,2.05e-05,F,0.133,-6.473,Major,0.0611,102.001,4,0.281,0H39MdGGX6dbnnQPt6NQkZ,"['indie r&b', 'rap', 'trap music', 'trap soul', 'underground hip hop']",66,https://i.scdn.co/image/2775c47a86739af76f3f86f6c289f2bfbecffabd
2091,Tomasz Kraal,Luna From Soyuz,3Kprog2Huf1Zztj1Os7IeY,65,0.994,0.256,223582,0.0217,0.936,C,0.0969,-28.507,Major,0.0463,109.363,1,0.102,1XJ3PChclslYOOvJ7fJRkJ,['focus'],61,https://i.scdn.co/image/b33e69c0889168bf36bd0f950e326eee08799cc6
2092,Plies,Rock,0QVISdPWRllAmoDBG3DEHU,58,0.0375,0.852,174653,0.691,0.0,"F♯, G♭",0.0517,-5.175,Major,0.139,61.115,4,0.658,3jksrX4oBklxR78ft8gv3j,"['dirty south rap', 'gangster rap', 'hip hop', 'miami hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",66,https://i.scdn.co/image/336e8483ab962ecae9368c4d0e78dcb642c7e86a
2093,Mario Bautista,Baby Girl (feat. Lalo Ebratt),6o8ogTrSX8H0F66Pdz3Tsc,79,0.0275,0.804,218470,0.705,0.000138,"C♯, D♭",0.202,-5.272,Minor,0.199,103.009,4,0.45,0AspLZGQkP38yddNoD0pLn,['mexican pop'],70,https://i.scdn.co/image/634233a8d8b1b58bd6bb1edd2109b9a53b9ee4f4
2094,Dandruffor,Cookie,0uI6dZl4RLxMV53g15zmRj,61,0.0138,0.801,144405,0.641,0.869,C,0.131,-8.018,Minor,0.0469,122.986,4,0.184,6FmOcR9zc19jLed1YMkNhY,[],54,https://i.scdn.co/image/2c488077a0ead7c83074b9dc2569bd2a207daa63
2095,Juice WRLD,Intro,7iIQJmUipwY9nOEs1xVHMJ,60,0.93,0.558,74866,0.384,6.79e-05,"F♯, G♭",0.604,-13.644,Major,0.143,75.956,4,0.829,4MCBfE4596Uoi2O4DtmEMz,"['rap', 'trap music']",93,https://i.scdn.co/image/720efb5ff3d6a50ef776a4e01cb1f182962b0f20
2096,MØ,Sun In Our Eyes - Don Diablo Remix,1Cfws8y490Zpsqsyeme6V1,66,0.0589,0.699,206453,0.861,2.64e-06,E,0.0794,-3.09,Major,0.173,125.942,3,0.315,0bdfiayQAKewqEvaU6rXCv,"['dance pop', 'danish pop', 'electropop', 'pop', 'tropical house']",80,https://i.scdn.co/image/260dd36489e12be4c48c96caccfd0b81bbed9863
2097,Playboi Carti,Mileage (feat. Chief Keef),1oNcc2isuz7d3hc1fMoHqj,59,0.0623,0.742,149760,0.616,0.0,"C♯, D♭",0.111,-6.285,Minor,0.179,150.855,4,0.396,699OTQXzgjhIYAHMy9RyPD,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop', 'vapor trap']",81,https://i.scdn.co/image/d3c4c2a06332c88e967387b38177d17d20e2331b
2098,Anuel Aa,Espina,5V83X8DPJ1CxO13xltF8cg,68,0.203,0.672,198303,0.852,0.0,C,0.118,-3.998,Minor,0.0495,176.133,4,0.589,2R21vXR83lH98kGeO99Y66,"['reggaeton flow', 'trap latino']",93,https://i.scdn.co/image/4509904d06389d8248b94d1c719f957f659a13e3
2099,Celticat,Lawful,2GnEBwca98ifVKhYA6i2YX,61,0.000259,0.8,144405,0.631,0.948,C,0.117,-8.536,Minor,0.0564,123.006,4,0.152,5AzOy9YV2HBATSJckKQvLg,[],54,https://i.scdn.co/image/2c488077a0ead7c83074b9dc2569bd2a207daa63
2100,Madison Beer,Dead,13W2FZtELfJiVBst64qKf4,64,0.4,0.583,194827,0.7,0.0,D,0.183,-4.969,Major,0.211,103.072,4,0.553,2kRfqPViCqYdSGhYSM9R0Q,"['dance pop', 'pop', 'post-teen pop', 'r&b']",80,https://i.scdn.co/image/e1b3cf9ee29a3dd34037e2d79f9d5417a49e0b9d
2101,The Daydream Club,For the Lost Ones,0b2fZJqVVKYdsSxHInwvfW,65,0.994,0.319,279182,0.107,0.953,"G♯, A♭",0.0576,-21.664,Minor,0.052,184.227,4,0.169,3U6eCXHFS6wQVuFuqeW09m,[],60,https://i.scdn.co/image/2c9dd9ebaa742360c6a771fd869a0290293f1e04
2102,Kingdomop,Feelings,5tRe04TqxXRrkYnzVzJokG,61,0.00276,0.806,144405,0.547,0.94,G,0.156,-8.154,Minor,0.0551,123.012,4,0.387,1kMcnelIkqAzP2HVX10W2k,[],54,https://i.scdn.co/image/2c488077a0ead7c83074b9dc2569bd2a207daa63
2103,Bebe Rexha,Self Control,14FmT2vkYihAs64ixAbk6t,66,0.0593,0.652,174507,0.773,0.0,B,0.0615,-4.815,Major,0.0337,97.515,4,0.183,64M6ah0SkkRsnPGtGiRAbb,"['dance pop', 'pop', 'post-teen pop']",87,https://i.scdn.co/image/2b2cf6697d742a48445ac00c1d5b135cc2b8089a
2104,Felix Jaehn,Feel Good,6ULQ6ZRc7JuVutRMy6gfgc,72,0.115,0.709,166947,0.904,0.000247,E,0.167,-3.916,Minor,0.0388,125.947,4,0.668,4bL2B6hmLlMWnUEZnorEtG,"['dance pop', 'edm', 'pop', 'tropical house']",77,https://i.scdn.co/image/6d3d2088793fd225bfa77f320cece834d1809805
2105,Lauv,Comfortable,05fmLn8tNYb3ijIH2jCLPb,63,0.763,0.433,165102,0.554,0.0,A,0.0903,-5.629,Major,0.165,140.235,3,0.546,5JZ7CnR6gTvEMKX4g70Amv,"['dance pop', 'electropop', 'pop', 'post-teen pop']",84,https://i.scdn.co/image/f5dc2030e6e57a6909eb13944c807717b5a046b1
2106,Lil Durk,Skrubs,5uNMSSxk4ve8R7yQnUBQAT,60,0.0513,0.741,261465,0.665,0.0,"G♯, A♭",0.119,-5.669,Major,0.364,147.025,4,0.515,3hcs9uc56yIGFCSy9leWe7,"['deep trap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap music']",77,https://i.scdn.co/image/34016a215831ef37432eccf57c8d270a42a571ba
2107,Cheat Codes,I Love It,40ZN3DCKsiw41kRO7JxoNZ,63,0.0021,0.604,163000,0.748,0.0,"G♯, A♭",0.083,-5.343,Minor,0.0849,120.178,4,0.52,7DMveApC7UnC2NPfPvlHSU,"['dance pop', 'edm', 'electropop', 'pop', 'post-teen pop', 'tropical house']",81,https://i.scdn.co/image/0f6720d934d15b156c71ed69acc3c975cd929b04
2108,The Internet,Come Over,2hPNuVVSV1tqiD2uPlfehz,61,0.0968,0.529,321853,0.598,0.171,"G♯, A♭",0.189,-7.951,Minor,0.187,92.01,4,0.691,7GN9PivdemQRKjDt4z5Zv8,"['escape room', 'indie r&b', 'lgbtq+ hip hop']",69,https://i.scdn.co/image/a57c9bb905d0ce22c352499f0de05b85d6f89166
2109,Summer Walker,Smartwater,6nbQjIXWBojmgSMN6iaO6I,59,0.761,0.651,144320,0.29,6.22e-06,"G♯, A♭",0.102,-11.972,Major,0.254,100.253,4,0.139,57LYzLEk2LcFghVwuWbcuS,"['deep pop r&b', 'indie r&b', 'pop', 'r&b']",71,https://i.scdn.co/image/c886d436e7accc02bd935a1c8d83de5366a4de9d
2110,Shakewell,Leglock,0erWz20ZejKi8WRNoeNQjJ,60,0.528,0.767,123871,0.956,0.056,"A♯, B♭",0.208,-3.833,Minor,0.261,77.505,4,0.427,1w7GLktHE8w0aEhhaZ0QKB,"['emo rap', 'underground hip hop', 'vapor trap']",69,https://i.scdn.co/image/df1a1ee75b8fbbd8bc7f2b0c690f82167db2f6b0
2111,Elliot Ziegler,Lyon,67b6LvfxFlCLWwxv2nYtDa,64,0.994,0.518,112707,0.0787,0.958,D,0.1,-21.236,Major,0.0557,122.34,4,0.0744,0Wh30jSV0ZQf0IzHkEddBY,['focus'],58,https://i.scdn.co/image/808845b4932fb3c093c57f040d515af8158dbb11
2112,Brothers Osborne,Shoot Me Straight - Radio Edit,0ya80Qhw7hgeJp2L6zvxcj,59,0.00766,0.636,207053,0.784,1.07e-05,D,0.0806,-6.01,Minor,0.0454,96.996,4,0.613,39NR3AUhpbbqKM33vWn2fp,"['canadian contemporary country', 'contemporary country', 'country', 'country road', 'modern country rock', 'modern southern rock']",69,https://i.scdn.co/image/a155dad129488d3a7b6ab980e12c53de1215bb8c
2113,Lil Baby,Transporter,44MFUuNGtBuB00LjDUnHE0,58,0.0285,0.871,213579,0.46,3.47e-06,F,0.159,-8.961,Major,0.092,125.964,4,0.109,5f7VJjfbwm532GiveGC0ZK,"['atl hip hop', 'pop rap', 'rap', 'trap music']",93,https://i.scdn.co/image/403df12fa0cc0bfead6a0150e1c47e6d2dfce21e
2114,Steve Moakler,Slow Down,2MGKDu7orDRI1eADeiJAT5,58,0.228,0.583,217267,0.544,6.25e-05,"F♯, G♭",0.0965,-6.109,Minor,0.0319,154.084,4,0.421,63t3EqMeymxd4CM85RqsCd,"['acoustic pop', 'canadian contemporary country', 'contemporary country', 'indiecoustica', 'lift kit', 'neo mellow', 'pop rock']",54,https://i.scdn.co/image/2a9582815fcbc0f1fb8109250cc06e10584dc92d
2115,Shoreline Mafia,Pop Up,4d6ihidBTDF0SqwdTDsAyW,57,0.134,0.836,215107,0.489,0.0,C,0.0805,-10.484,Minor,0.306,147.055,4,0.732,4tYSBptyGeVyZsk8JC4JHZ,"['trap music', 'underground hip hop', 'vapor trap']",75,https://i.scdn.co/image/e8eea668ab55bd0d35cfc48bb708aa41adb10cc4
2116,Lauv,Reforget,7FLQuyyCaIrBRqNt5l83U4,63,0.449,0.44,231676,0.469,0.0,F,0.169,-8.338,Major,0.112,169.755,4,0.225,5JZ7CnR6gTvEMKX4g70Amv,"['dance pop', 'electropop', 'pop', 'post-teen pop']",84,https://i.scdn.co/image/f5dc2030e6e57a6909eb13944c807717b5a046b1
2117,Monocle Twins,The Road to Life,5IQzw8udPzrhEA5FPB0MaU,63,0.0235,0.469,229244,0.583,0.918,C,0.121,-8.943,Minor,0.0268,66.004,4,0.075,3Ju2hEmz5onAzHRpy4tXe6,[],56,https://i.scdn.co/image/1721522885ca956ecfa1c7a97f425ae770ca8849
2118,SAINt JHN,Reflex,14FwKi5Lh5HRXeo6VNXlaN,62,0.134,0.692,241842,0.497,0.000207,"C♯, D♭",0.111,-7.252,Major,0.108,135.027,4,0.309,0H39MdGGX6dbnnQPt6NQkZ,"['indie r&b', 'rap', 'trap music', 'trap soul', 'underground hip hop']",66,https://i.scdn.co/image/2775c47a86739af76f3f86f6c289f2bfbecffabd
2119,Noname,Self,2wUnFLr2k5491Pv4cUYd83,61,0.855,0.808,94933,0.541,0.000977,"D♯, E♭",0.142,-6.525,Minor,0.252,92.132,4,0.811,1EpyA68dKpjf7jXmQL88Hy,"['escape room', 'hip hop', 'indie r&b', 'rap', 'underground hip hop']",67,https://i.scdn.co/image/8e85097066486d6a8cc29f60b43cdb68449f700b
2120,FISHER,Losing It,6ho0GyrWZN3mhi9zVRW7xi,71,0.00182,0.76,248036,0.964,0.7,D,0.0974,-5.844,Minor,0.0576,125.0,4,0.641,1VJ0briNOlXRtJUAzoUJdt,"['brazilian electronica', 'deep groove house', 'house']",68,https://i.scdn.co/image/02411832ae81e833c93009dc3b70edfbe7da0409
2121,6ix9ine,FEFE,6fL1QD79W0ZojaSesowF9h,62,0.0929,0.93,179413,0.382,0.0,"C♯, D♭",0.136,-9.141,Minor,0.408,125.979,4,0.377,0hCNtLu0JehylgoiP8L4Gh,"['dance pop', 'hip pop', 'pop', 'pop rap']",95,https://i.scdn.co/image/0a1b363175056a5a21b24b57f1a959d63fd162b1
2122,SHAUN,Way Back Home,3NxuezMdSLgt4OwHzBoUhL,67,0.405,0.745,214137,0.739,0.000183,"A♯, B♭",0.127,-4.591,Minor,0.0327,99.913,4,0.556,72nLe76yBFSlP6VBzME358,[],57,https://i.scdn.co/image/25c679baaf8c48734ca6e514833eb3c8c50d26b6
2123,The Struts,Body Talks (feat. Kesha),71hhuJLNpxBQLSbbQ6ZWr4,64,0.00592,0.537,177160,0.92,0.0,"A♯, B♭",0.34,-3.438,Major,0.274,185.703,4,0.843,3lDpdwM8KILepMHqBWUhIA,"['glam rock', 'modern alternative rock', 'modern rock']",65,https://i.scdn.co/image/f2fbc5fd5644e7a4459ef7665f65566df8108573
2124,Lil Durk,Habit,6wn4ysn8HVxSzVo82Xk47H,59,0.327,0.759,209923,0.579,0.0,"F♯, G♭",0.0809,-7.148,Major,0.138,82.521,4,0.116,3hcs9uc56yIGFCSy9leWe7,"['deep trap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap music']",77,https://i.scdn.co/image/34016a215831ef37432eccf57c8d270a42a571ba
2125,deadmau5,Monophobia,2nLgWMdYPO35GGpwX2xo23,64,0.00153,0.545,214671,0.747,0.00397,"F♯, G♭",0.135,-4.877,Major,0.0429,128.045,4,0.224,2CIMQHirSU0MQqyYHq0eOx,"['big room', 'edm', 'electro house', 'progressive house']",72,https://i.scdn.co/image/86e8991077d6ce237be8f24dbc65e90f2e1f2a43
2126,THEY.,18 Months (feat. Ty Dolla $ign),40b7f9uWyQq8fqo8rBHFvf,61,0.0566,0.694,192707,0.504,0.0,"F♯, G♭",0.178,-6.881,Minor,0.131,98.006,4,0.605,0pghUohLPptZWBasy2wmUx,"['indie r&b', 'pop', 'trap soul', 'underground hip hop']",68,https://i.scdn.co/image/4a0a4de5f4b052b59a1469c7f9a802bb6e30d599
2127,Tinashe,No Drama,3doVAxeH3SgWtlRMqR4eLi,60,0.196,0.748,199627,0.658,0.00642,G,0.109,-4.656,Major,0.0526,143.954,4,0.448,0NIIxcxNHmOoyBx03SfTCD,"['dance pop', 'deep pop r&b', 'electropop', 'indie r&b', 'metropopolis', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",74,https://i.scdn.co/image/61fd9f0f395555e9a0f4611aafb054ffcb785a15
2128,Lil Yachty,"Everything Good, Everything Right",0EDM6J5Z4au6l7e4LUJ3Zb,59,0.037,0.712,178417,0.716,0.116,G,0.128,-5.217,Minor,0.0326,139.944,5,0.142,6icQOAFXDZKsumw3YXyusw,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",86,https://i.scdn.co/image/61377772a35fc2ee1c3aeb57f0f762abd69dc8d9
2129,Sugi.wa,Almost Home,3pGNBm0zULLn7K9Vvxjjz1,62,0.874,0.382,169187,0.0682,0.915,E,0.0801,-19.178,Minor,0.062,84.451,4,0.34,0LyfQWJT6nXafLPZqxe9Of,[],0,https://i.scdn.co/image/6f5d447bea5ed6a710b4f8a84b564c6225504c36
2130,Gunna,Drippin’,2UhmCSdcRWnB2DXyljiYba,58,0.0424,0.861,156735,0.365,0.0,C,0.122,-7.121,Major,0.442,147.031,4,0.157,2hlmm7s2ICUX0LVIhVFlZQ,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap music']",90,https://i.scdn.co/image/da3fbab5952310c5b3644b52055488d01cf7a456
2131,Carrie Underwood,End Up With You,5XIrB4tNKqmGxtVbYpTllz,59,0.00488,0.567,193360,0.562,0.0,"A♯, B♭",0.0661,-4.226,Major,0.0571,92.808,4,0.522,4xFUf1FHVy696Q1JQZMTRj,"['contemporary country', 'country', 'country dawn', 'dance pop', 'pop', 'post-teen pop']",75,https://i.scdn.co/image/fffa82e3c01a6c9d5e5c85846045ec67a4aa01dd
2132,Cuco,CR-V,4bjyZ6vkXmWB7eGPS4TF7H,59,0.422,0.825,147692,0.753,4.16e-06,"A♯, B♭",0.0385,-8.228,Major,0.0447,130.006,4,0.904,2Tglaf8nvDzwSQnpSrjLHP,['dream pop'],70,https://i.scdn.co/image/270291c37a60e985c9c07f416525ee8b271474d2
